#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	food_origin	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000009560.2|SAMN02470063|GCA_000281755.1|Klebsiella pneumoniae subsp. pneumoniae DSM 30104 = JCM 1662 = NBRC 14940||DSM 30104|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281755.1	Contig	459638	5512347	27	Newbler v. 2.3	Generic	PRJNA89609	International Vaccine Institute	SAMN02470063	"AJJI","DSM 30104","DSM:30104"	NULL	NULL	clinical	403038	NULL	Homo sapiens	NULL	blood	NULL	NULL	NULL	AJJI	Klebsiella pneumoniae subsp. pneumoniae DSM 30104 = JCM 1662 = NBRC 14940	NULL	NULL	573	NULL	NULL	DSM 30104	NULL	NULL	NULL	PDT000009560.2	2012-07-26	1162296	AJJI	AJJI00000000.1	NULL	NULL	NULL	0	0	0	0	5	4	NULL	"blaSHV-1,emrD,fosA,oqxA10,oqxB19"	"blaSHV-1,fosA,oqxA10,oqxB19"	4	"arsC=HMM,asr=HMM,crcB,fieF"	9	"astA,clbB,clbN,iroB,peg-344=PARTIAL,rmpA,rmpC,ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000009640.3|SAMN01057611|GCA_000281535.2|Klebsiella pneumoniae subsp. pneumoniae KPNIH1||KPNIH1|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281535.2	Complete Genome	5394056	5766615	4	HGAP v. 2	Generic	PRJNA73191	NIH Intramural Sequencing Center	SAMN01057611	"KPNIH1","KPNIH1_D1448792","SRS346943"	NULL	2011	clinical	1164618	USA	Homo sapiens	NULL	groin	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH1	NULL	NULL	573	NULL	NULL	KPNIH1	NULL	NULL	NULL	PDT000009640.3	2014-07-10	1087440	NULL	NULL	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009641.2|SAMN01057609|GCA_000281255.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH2||KPNIH2|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281255.1	Contig	154879	5724800	147	Newbler v. 2.5.3	Generic	PRJNA73195	NIH Intramural Sequencing Center	SAMN01057609	"KPNIH2","KPNIH2_D1448793","SRS346941"	NULL	NULL	NULL	402188	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH2	NULL	NULL	573	NULL	NULL	KPNIH2	NULL	NULL	NULL	PDT000009641.2	2012-07-24	1087441	AJZV	AJZV00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009642.2|SAMN01057606|GCA_000281395.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH4||KPNIH4|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281395.1	Contig	120800	5718058	173	Newbler v. 2.5.3	Generic	PRJNA73199	NIH Intramural Sequencing Center	SAMN01057606	"KPNIH4","KPNIH4_D1448795","SRS346938"	NULL	NULL	NULL	402328	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH4	NULL	NULL	573	NULL	NULL	KPNIH4	NULL	NULL	NULL	PDT000009642.2	2012-07-24	1087443	AJZW	AJZW00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009643.2|SAMN01057607|GCA_000281275.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH5||KPNIH5|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281275.1	Contig	126254	5716297	168	Newbler v. 2.5.3	Generic	PRJNA73201	NIH Intramural Sequencing Center	SAMN01057607	"KPNIH5","KPNIH5_D1448796","SRS346939"	NULL	NULL	NULL	402208	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH5	NULL	NULL	573	NULL	NULL	KPNIH5	NULL	NULL	NULL	PDT000009643.2	2012-07-24	1087444	AJZX	AJZX00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA=PARTIAL,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS=PARTIAL"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009644.2|SAMN01057608|GCA_000281295.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH6||KPNIH6|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281295.1	Contig	130041	5714943	149	Newbler v. 2.5.3	Generic	PRJNA73203	NIH Intramural Sequencing Center	SAMN01057608	"KPNIH6","KPNIH6_D1448797","SRS346940"	NULL	NULL	NULL	402228	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH6	NULL	NULL	573	NULL	NULL	KPNIH6	NULL	NULL	NULL	PDT000009644.2	2012-07-24	1087445	AJZY	AJZY00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009645.2|SAMN01057711|GCA_000281415.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH7||KPNIH7|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281415.1	Contig	158114	5723848	160	Newbler v. 2.5.3	Generic	PRJNA73837	NISC	SAMN01057711	"KPNIH7","KPNIH7_D1558279","SRS347043"	NULL	NULL	NULL	402348	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH7	NULL	NULL	573	NULL	NULL	KPNIH7	NULL	NULL	NULL	PDT000009645.2	2012-07-24	1094167	AJZZ	AJZZ00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009646.2|SAMN01057612|GCA_000281555.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH8||KPNIH8|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281555.1	Contig	158021	5714705	182	Newbler v. 2.5.3	Generic	PRJNA73839	NISC	SAMN01057612	"KPNIH8","KPNIH8_D1558280","SRS346944"	NULL	NULL	NULL	402498	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH8	NULL	NULL	573	NULL	NULL	KPNIH8	NULL	NULL	NULL	PDT000009646.2	2012-07-24	1094168	AKAA	AKAA00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009647.2|SAMN01057613|GCA_000281315.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH9||KPNIH9|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281315.1	Contig	178365	5720331	115	Newbler v. 2.5.3	Generic	PRJNA73841	NISC	SAMN01057613	"KPNIH9","KPNIH9_D1558282","SRS346945"	NULL	NULL	NULL	402248	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH9	NULL	NULL	573	NULL	NULL	KPNIH9	NULL	NULL	NULL	PDT000009647.2	2012-07-24	1094169	AKAB	AKAB00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009648.3|SAMN01057614|GCA_000281435.2|Klebsiella pneumoniae subsp. pneumoniae KPNIH10||KPNIH10|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281435.2	Complete Genome	5395263	5767822	4	HGAP v. 2	Generic	PRJNA73843	NISC	SAMN01057614	"KPNIH10","KPNIH10_D1558283","SRS346946"	NULL	NULL	NULL	1086188	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH10	NULL	NULL	573	NULL	NULL	KPNIH10	NULL	NULL	NULL	PDT000009648.3	2014-05-28	1094170	NULL	NULL	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009649.2|SAMN01057620|GCA_000281575.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH11||KPNIH11|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281575.1	Contig	150495	5714016	185	Newbler v. 2.5.3	Generic	PRJNA73845	NISC	SAMN01057620	"KPNIH11","KPNIH11_D1621900","SRS346952"	NULL	NULL	NULL	402518	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH11	NULL	NULL	573	NULL	NULL	KPNIH11	NULL	NULL	NULL	PDT000009649.2	2012-07-24	1094171	AKAD	AKAD00000000.1	NULL	NULL	NULL	0	0	0	0	21	20	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mgrB_F35I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mgrB_F35I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA=PARTIAL,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS=PARTIAL"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009650.2|SAMN01057621|GCA_000281335.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH12||KPNIH12|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281335.1	Contig	149661	5719358	164	Newbler v. 2.5.3	Generic	PRJNA80219	NISC	SAMN01057621	"KPNIH12","KPNIH12_D1621901","SRS346953"	NULL	NULL	NULL	402268	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH12	NULL	NULL	573	NULL	NULL	KPNIH12	NULL	NULL	NULL	PDT000009650.2	2012-07-24	1128946	AKAE	AKAE00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS=MISTRANSLATION"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009651.2|SAMN01057640|GCA_000281455.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH14||KPNIH14|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281455.1	Contig	147593	5723355	165	Newbler v. 2.5.3	Generic	PRJNA80223	NISC	SAMN01057640	"KPNIH14","KPNIH14_D1621903","SRS346972"	NULL	NULL	NULL	402388	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH14	NULL	NULL	573	NULL	NULL	KPNIH14	NULL	NULL	NULL	PDT000009651.2	2012-07-24	1128948	AKAF	AKAF00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS=PARTIAL"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009652.2|SAMN01057641|GCA_000281595.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH16||KPNIH16|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281595.1	Contig	158009	5715478	178	Newbler v. 2.5.3	Generic	PRJNA80227	NISC	SAMN01057641	"KPNIH16","KPNIH16_D1761820","SRS346973"	NULL	NULL	NULL	402538	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH16	NULL	NULL	573	NULL	NULL	KPNIH16	NULL	NULL	NULL	PDT000009652.2	2012-07-24	1128950	AKAG	AKAG00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000009653.2|SAMN01057646|GCA_000281355.1|Klebsiella pneumoniae subsp. pneumoniae KPNIH17||KPNIH17|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000281355.1	Contig	158097	5715795	137	Newbler v. 2.5.3	Generic	PRJNA80229	NISC	SAMN01057646	"KPNIH17","KPNIH17_D1761822","SRS346978"	NULL	NULL	NULL	402288	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae subsp. pneumoniae KPNIH17	NULL	NULL	573	NULL	NULL	KPNIH17	NULL	NULL	NULL	PDT000009653.2	2012-07-24	1128951	AKAH	AKAH00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,blaKPC-3,blaOXA=MISTRANSLATION,blaSHV-11,blaTEM-1,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	30	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
